t,x,y,z
261.6,-1.35319,-8.16784,3.08347
261.7,-1.3531,-8.16662,3.08345
261.8,-1.35301,-8.16539,3.08344
261.9,-1.35292,-8.16417,3.08343
262,-1.35283,-8.16294,3.08341
262.1,-1.35273,-8.16172,3.0834
262.2,-1.35264,-8.16049,3.08339
262.3,-1.35255,-8.15926,3.08338
262.4,-1.35246,-8.15803,3.08336
262.5,-1.35237,-8.15681,3.08335
262.6,-1.35228,-8.15558,3.08334
262.7,-1.35219,-8.15435,3.08332
262.8,-1.3521,-8.15312,3.08331
262.9,-1.352,-8.15189,3.0833
263,-1.35191,-8.15066,3.08329
263.1,-1.35182,-8.14943,3.08327
263.2,-1.35173,-8.14819,3.08326
263.3,-1.35164,-8.14696,3.08325
263.4,-1.35155,-8.14573,3.08324
263.5,-1.35146,-8.1445,3.08322
263.6,-1.35136,-8.14326,3.08321
263.7,-1.35127,-8.14203,3.0832
263.8,-1.35118,-8.14079,3.08319
263.9,-1.35109,-8.13956,3.08317
264,-1.351,-8.13832,3.08316
264.1,-1.3509,-8.13708,3.08315
264.2,-1.35081,-8.13585,3.08314
264.3,-1.35072,-8.13461,3.08312
264.4,-1.35063,-8.13337,3.08311
264.5,-1.35054,-8.13213,3.0831
264.6,-1.35044,-8.13089,3.08309
264.7,-1.35035,-8.12965,3.08307
264.8,-1.35026,-8.12841,3.08306
264.9,-1.35017,-8.12717,3.08305
265,-1.35007,-8.12593,3.08304
265.1,-1.34998,-8.12469,3.08303
265.2,-1.34989,-8.12344,3.08301
265.3,-1.3498,-8.1222,3.083
265.4,-1.3497,-8.12096,3.08299
265.5,-1.34961,-8.11971,3.08298
265.6,-1.34952,-8.11847,3.08296
265.7,-1.34943,-8.11722,3.08295
265.8,-1.34933,-8.11598,3.08294
265.9,-1.34924,-8.11473,3.08293
266,-1.34915,-8.11348,3.08292
266.1,-1.34906,-8.11223,3.0829
266.2,-1.34896,-8.11099,3.08289
266.3,-1.34887,-8.10974,3.08288
266.4,-1.34878,-8.10849,3.08287
266.5,-1.34868,-8.10724,3.08286
266.6,-1.34859,-8.10599,3.08284
266.7,-1.3485,-8.10474,3.08283
266.8,-1.3484,-8.10348,3.08282
266.9,-1.34831,-8.10223,3.08281
267,-1.34822,-8.10098,3.0828
267.1,-1.34812,-8.09973,3.08278
267.2,-1.34803,-8.09847,3.08277
267.3,-1.34794,-8.09722,3.08276
267.4,-1.34784,-8.09596,3.08275
267.5,-1.34775,-8.09471,3.08274
267.6,-1.34766,-8.09345,3.08273
267.7,-1.34756,-8.09219,3.08271
267.8,-1.34747,-8.09094,3.0827
267.9,-1.34737,-8.08968,3.08269
268,-1.34728,-8.08842,3.08268
268.1,-1.34719,-8.08716,3.08267
268.2,-1.34709,-8.0859,3.08266
268.3,-1.347,-8.08464,3.08264
268.4,-1.34691,-8.08338,3.08263
268.5,-1.34681,-8.08212,3.08262
268.6,-1.34672,-8.08086,3.08261
268.7,-1.34662,-8.07959,3.0826
268.8,-1.34653,-8.07833,3.08259
268.9,-1.34643,-8.07707,3.08257
269,-1.34634,-8.0758,3.08256
269.1,-1.34625,-8.07454,3.08255
269.2,-1.34615,-8.07327,3.08254
269.3,-1.34606,-8.072,3.08253
269.4,-1.34596,-8.07074,3.08252
269.5,-1.34587,-8.06947,3.08251
269.6,-1.34577,-8.0682,3.08249
269.7,-1.34568,-8.06693,3.08248
269.8,-1.34558,-8.06566,3.08247
269.9,-1.34549,-8.06439,3.08246
270,-1.34539,-8.06312,3.08245
270.1,-1.3453,-8.06185,3.08244
270.2,-1.3452,-8.06058,3.08243
270.3,-1.34511,-8.05931,3.08242
270.4,-1.34501,-8.05803,3.0824
270.5,-1.34492,-8.05676,3.08239
270.6,-1.34482,-8.05549,3.08238
270.7,-1.34473,-8.05421,3.08237
270.8,-1.34463,-8.05294,3.08236
270.9,-1.34454,-8.05166,3.08235
271,-1.34444,-8.05038,3.08234
271.1,-1.34435,-8.0491,3.08233
271.2,-1.34425,-8.04783,3.08232
271.3,-1.34415,-8.04655,3.0823
271.4,-1.34406,-8.04527,3.08229
271.5,-1.34396,-8.04399,3.08228
271.6,-1.34387,-8.04271,3.08227
271.7,-1.34377,-8.04143,3.08226
271.8,-1.34368,-8.04015,3.08225
271.9,-1.34358,-8.03886,3.08224
272,-1.34348,-8.03758,3.08223
272.1,-1.34339,-8.0363,3.08222
272.2,-1.34329,-8.03501,3.08221
272.3,-1.3432,-8.03373,3.0822
272.4,-1.3431,-8.03244,3.08218
272.5,-1.343,-8.03115,3.08217
272.6,-1.34291,-8.02987,3.08216
272.7,-1.34281,-8.02858,3.08215
272.8,-1.34271,-8.02729,3.08214
272.9,-1.34262,-8.026,3.08213
273,-1.34252,-8.02471,3.08212
273.1,-1.34242,-8.02342,3.08211
273.2,-1.34233,-8.02213,3.0821
273.3,-1.34223,-8.02084,3.08209
273.4,-1.34213,-8.01955,3.08208
273.5,-1.34204,-8.01826,3.08207
273.6,-1.34194,-8.01696,3.08206
273.7,-1.34184,-8.01567,3.08205
273.8,-1.34175,-8.01437,3.08204
273.9,-1.34165,-8.01308,3.08203
274,-1.34155,-8.01178,3.08201
274.1,-1.34146,-8.01049,3.082
274.2,-1.34136,-8.00919,3.08199
274.3,-1.34126,-8.00789,3.08198
274.4,-1.34116,-8.00659,3.08197
274.5,-1.34107,-8.00529,3.08196
274.6,-1.34097,-8.00399,3.08195
274.7,-1.34087,-8.00269,3.08194
274.8,-1.34077,-8.00139,3.08193
274.9,-1.34068,-8.00009,3.08192
275,-1.34058,-7.99878,3.08191
275.1,-1.34048,-7.99748,3.0819
275.2,-1.34038,-7.99618,3.08189
275.3,-1.34029,-7.99487,3.08188
275.4,-1.34019,-7.99357,3.08187
275.5,-1.34009,-7.99226,3.08186
275.6,-1.33999,-7.99095,3.08185
275.7,-1.33989,-7.98965,3.08184
275.8,-1.33979,-7.98834,3.08183
275.9,-1.3397,-7.98703,3.08182
276,-1.3396,-7.98572,3.08181
276.1,-1.3395,-7.98441,3.0818
276.2,-1.3394,-7.9831,3.08179
276.3,-1.3393,-7.98179,3.08178
276.4,-1.3392,-7.98047,3.08177
276.5,-1.33911,-7.97916,3.08176
276.6,-1.33901,-7.97785,3.08175
276.7,-1.33891,-7.97653,3.08174
276.8,-1.33881,-7.97522,3.08173
276.9,-1.33871,-7.9739,3.08172
277,-1.33861,-7.97258,3.08171
277.1,-1.33851,-7.97127,3.0817
277.2,-1.33841,-7.96995,3.08169
277.3,-1.33832,-7.96863,3.08168
277.4,-1.33822,-7.96731,3.08167
277.5,-1.33812,-7.96599,3.08166
277.6,-1.33802,-7.96467,3.08165
277.7,-1.33792,-7.96335,3.08164
277.8,-1.33782,-7.96202,3.08163
277.9,-1.33772,-7.9607,3.08162
278,-1.33762,-7.95938,3.08161
278.1,-1.33752,-7.95805,3.0816
278.2,-1.33742,-7.95673,3.08159
278.3,-1.33732,-7.9554,3.08158
278.4,-1.33722,-7.95407,3.08158
278.5,-1.33712,-7.95275,3.08157
278.6,-1.33702,-7.95142,3.08156
278.7,-1.33692,-7.95009,3.08155
278.8,-1.33682,-7.94876,3.08154
278.9,-1.33672,-7.94743,3.08153
279,-1.33662,-7.9461,3.08152
279.1,-1.33652,-7.94477,3.08151
279.2,-1.33642,-7.94343,3.0815
279.3,-1.33632,-7.9421,3.08149
279.4,-1.33622,-7.94077,3.08148
279.5,-1.33612,-7.93943,3.08147
279.6,-1.33602,-7.93809,3.08146
279.7,-1.33592,-7.93676,3.08145
279.8,-1.33582,-7.93542,3.08144
279.9,-1.33572,-7.93408,3.08143
280,-1.33562,-7.93274,3.08143
280.1,-1.33552,-7.9314,3.08142
280.2,-1.33541,-7.93006,3.08141
280.3,-1.33531,-7.92872,3.0814
280.4,-1.33521,-7.92738,3.08139
280.5,-1.33511,-7.92604,3.08138
280.6,-1.33501,-7.9247,3.08137
280.7,-1.33491,-7.92335,3.08136
280.8,-1.33481,-7.92201,3.08135
280.9,-1.33471,-7.92066,3.08134
281,-1.3346,-7.91931,3.08133
281.1,-1.3345,-7.91797,3.08133
281.2,-1.3344,-7.91662,3.08132
281.3,-1.3343,-7.91527,3.08131
281.4,-1.3342,-7.91392,3.0813
281.5,-1.3341,-7.91257,3.08129
281.6,-1.33399,-7.91122,3.08128
281.7,-1.33389,-7.90987,3.08127
281.8,-1.33379,-7.90851,3.08126
281.9,-1.33369,-7.90716,3.08125
282,-1.33359,-7.90581,3.08125
282.1,-1.33348,-7.90445,3.08124
282.2,-1.33338,-7.9031,3.08123
282.3,-1.33328,-7.90174,3.08122
282.4,-1.33318,-7.90038,3.08121
282.5,-1.33307,-7.89902,3.0812
282.6,-1.33297,-7.89766,3.08119
282.7,-1.33287,-7.8963,3.08119
282.8,-1.33277,-7.89494,3.08118
282.9,-1.33266,-7.89358,3.08117
283,-1.33256,-7.89222,3.08116
283.1,-1.33246,-7.89086,3.08115
283.2,-1.33235,-7.88949,3.08114
283.3,-1.33225,-7.88813,3.08113
283.4,-1.33215,-7.88676,3.08113
283.5,-1.33205,-7.8854,3.08112
283.6,-1.33194,-7.88403,3.08111
283.7,-1.33184,-7.88266,3.0811
283.8,-1.33174,-7.88129,3.08109
283.9,-1.33163,-7.87992,3.08108
284,-1.33153,-7.87855,3.08108
284.1,-1.33142,-7.87718,3.08107
284.2,-1.33132,-7.87581,3.08106
284.3,-1.33122,-7.87443,3.08105
284.4,-1.33111,-7.87306,3.08104
284.5,-1.33101,-7.87169,3.08103
284.6,-1.33091,-7.87031,3.08103
284.7,-1.3308,-7.86893,3.08102
284.8,-1.3307,-7.86756,3.08101
284.9,-1.33059,-7.86618,3.081
285,-1.33049,-7.8648,3.08099
285.1,-1.33038,-7.86342,3.08098
285.2,-1.33028,-7.86204,3.08098
285.3,-1.33018,-7.86066,3.08097
285.4,-1.33007,-7.85927,3.08096
285.5,-1.32997,-7.85789,3.08095
285.6,-1.32986,-7.85651,3.08094
285.7,-1.32976,-7.85512,3.08094
285.8,-1.32965,-7.85374,3.08093
285.9,-1.32955,-7.85235,3.08092
286,-1.32944,-7.85096,3.08091
286.1,-1.32934,-7.84957,3.08091
286.2,-1.32923,-7.84818,3.0809
286.3,-1.32913,-7.84679,3.08089
286.4,-1.32902,-7.8454,3.08088
286.5,-1.32892,-7.84401,3.08087
286.6,-1.32881,-7.84262,3.08087
286.7,-1.3287,-7.84122,3.08086
286.8,-1.3286,-7.83983,3.08085
286.9,-1.32849,-7.83843,3.08084
287,-1.32839,-7.83704,3.08084
287.1,-1.32828,-7.83564,3.08083
287.2,-1.32818,-7.83424,3.08082
287.3,-1.32807,-7.83284,3.08081
287.4,-1.32796,-7.83144,3.0808
287.5,-1.32786,-7.83004,3.0808
287.6,-1.32775,-7.82864,3.08079
287.7,-1.32764,-7.82723,3.08078
287.8,-1.32754,-7.82583,3.08077
287.9,-1.32743,-7.82443,3.08077
288,-1.32733,-7.82302,3.08076
288.1,-1.32722,-7.82161,3.08075
288.2,-1.32711,-7.82021,3.08075
288.3,-1.327,-7.8188,3.08074
288.4,-1.3269,-7.81739,3.08073
288.5,-1.32679,-7.81598,3.08072
288.6,-1.32668,-7.81457,3.08072
288.7,-1.32658,-7.81316,3.08071
288.8,-1.32647,-7.81174,3.0807
288.9,-1.32636,-7.81033,3.08069
289,-1.32625,-7.80891,3.08069
289.1,-1.32615,-7.8075,3.08068
289.2,-1.32604,-7.80608,3.08067
289.3,-1.32593,-7.80466,3.08067
289.4,-1.32582,-7.80324,3.08066
289.5,-1.32572,-7.80183,3.08065
289.6,-1.32561,-7.8004,3.08064
289.7,-1.3255,-7.79898,3.08064
289.8,-1.32539,-7.79756,3.08063
289.9,-1.32528,-7.79614,3.08062
290,-1.32518,-7.79471,3.08062
290.1,-1.32507,-7.79329,3.08061
290.2,-1.32496,-7.79186,3.0806
290.3,-1.32485,-7.79043,3.08059
290.4,-1.32474,-7.78901,3.08059
290.5,-1.32463,-7.78758,3.08058
290.6,-1.32453,-7.78615,3.08057
290.7,-1.32442,-7.78471,3.08057
290.8,-1.32431,-7.78328,3.08056
290.9,-1.3242,-7.78185,3.08055
291,-1.32409,-7.78041,3.08055
291.1,-1.32398,-7.77898,3.08054
291.2,-1.32387,-7.77754,3.08053
291.3,-1.32376,-7.77611,3.08053
291.4,-1.32365,-7.77467,3.08052
291.5,-1.32354,-7.77323,3.08051
291.6,-1.32343,-7.77179,3.08051
291.7,-1.32332,-7.77035,3.0805
291.8,-1.32321,-7.76891,3.08049
291.9,-1.3231,-7.76746,3.08049
292,-1.32299,-7.76602,3.08048
292.1,-1.32288,-7.76457,3.08047
292.2,-1.32277,-7.76313,3.08047
292.3,-1.32266,-7.76168,3.08046
292.4,-1.32255,-7.76023,3.08045
292.5,-1.32244,-7.75878,3.08045
292.6,-1.32233,-7.75733,3.08044
292.7,-1.32222,-7.75588,3.08044
292.8,-1.32211,-7.75443,3.08043
292.9,-1.322,-7.75297,3.08042
293,-1.32189,-7.75152,3.08042
293.1,-1.32178,-7.75006,3.08041
293.2,-1.32167,-7.74861,3.0804
293.3,-1.32156,-7.74715,3.0804
293.4,-1.32145,-7.74569,3.08039
293.5,-1.32133,-7.74423,3.08039
293.6,-1.32122,-7.74277,3.08038
293.7,-1.32111,-7.74131,3.08037
293.8,-1.321,-7.73985,3.08037
293.9,-1.32089,-7.73838,3.08036
294,-1.32078,-7.73692,3.08036
294.1,-1.32067,-7.73545,3.08035
294.2,-1.32055,-7.73398,3.08034
294.3,-1.32044,-7.73252,3.08034
294.4,-1.32033,-7.73105,3.08033
294.5,-1.32022,-7.72958,3.08033
294.6,-1.3201,-7.72811,3.08032
294.7,-1.31999,-7.72663,3.08031
294.8,-1.31988,-7.72516,3.08031
294.9,-1.31977,-7.72368,3.0803
295,-1.31965,-7.72221,3.0803
295.1,-1.31954,-7.72073,3.08029
295.2,-1.31943,-7.71925,3.08028
295.3,-1.31932,-7.71777,3.08028
295.4,-1.3192,-7.71629,3.08027
295.5,-1.31909,-7.71481,3.08027
295.6,-1.31898,-7.71333,3.08026
295.7,-1.31886,-7.71185,3.08026
295.8,-1.31875,-7.71036,3.08025
295.9,-1.31864,-7.70888,3.08024
296,-1.31852,-7.70739,3.08024
296.1,-1.31841,-7.7059,3.08023
296.2,-1.3183,-7.70441,3.08023
296.3,-1.31818,-7.70292,3.08022
296.4,-1.31807,-7.70143,3.08022
296.5,-1.31795,-7.69994,3.08021
296.6,-1.31784,-7.69844,3.08021
296.7,-1.31772,-7.69695,3.0802
296.8,-1.31761,-7.69545,3.0802
296.9,-1.3175,-7.69396,3.08019
297,-1.31738,-7.69246,3.08018
297.1,-1.31727,-7.69096,3.08018
297.2,-1.31715,-7.68946,3.08017
297.3,-1.31704,-7.68796,3.08017
297.4,-1.31692,-7.68645,3.08016
297.5,-1.31681,-7.68495,3.08016
297.6,-1.31669,-7.68344,3.08015
297.7,-1.31658,-7.68194,3.08015
297.8,-1.31646,-7.68043,3.08014
297.9,-1.31635,-7.67892,3.08014
298,-1.31623,-7.67741,3.08013
298.1,-1.31611,-7.6759,3.08013
298.2,-1.316,-7.67439,3.08012
298.3,-1.31588,-7.67287,3.08012
298.4,-1.31577,-7.67136,3.08011
298.5,-1.31565,-7.66984,3.08011
298.6,-1.31553,-7.66833,3.0801
298.7,-1.31542,-7.66681,3.0801
298.8,-1.3153,-7.66529,3.08009
298.9,-1.31518,-7.66377,3.08009
299,-1.31507,-7.66224,3.08008
299.1,-1.31495,-7.66072,3.08008
299.2,-1.31483,-7.6592,3.08007
299.3,-1.31472,-7.65767,3.08007
299.4,-1.3146,-7.65614,3.08006
299.5,-1.31448,-7.65462,3.08006
299.6,-1.31437,-7.65309,3.08005
299.7,-1.31425,-7.65156,3.08005
299.8,-1.31413,-7.65002,3.08004
299.9,-1.31401,-7.64849,3.08004
300,-1.3139,-7.64696,3.08004
300.1,-1.31378,-7.64542,3.08003
300.2,-1.31366,-7.64388,3.08003
300.3,-1.31354,-7.64235,3.08002
300.4,-1.31342,-7.64081,3.08002
300.5,-1.31331,-7.63927,3.08001
300.6,-1.31319,-7.63772,3.08001
300.7,-1.31307,-7.63618,3.08
300.8,-1.31295,-7.63464,3.08
300.9,-1.31283,-7.63309,3.07999
301,-1.31271,-7.63154,3.07999
301.1,-1.31259,-7.63,3.07999
301.2,-1.31247,-7.62845,3.07998
301.3,-1.31236,-7.62689,3.07998
301.4,-1.31224,-7.62534,3.07997
301.5,-1.31212,-7.62379,3.07997
301.6,-1.312,-7.62223,3.07996
301.7,-1.31188,-7.62068,3.07996
301.8,-1.31176,-7.61912,3.07996
301.9,-1.31164,-7.61756,3.07995
302,-1.31152,-7.616,3.07995
302.1,-1.3114,-7.61444,3.07994
302.2,-1.31128,-7.61288,3.07994
302.3,-1.31116,-7.61131,3.07994
302.4,-1.31104,-7.60975,3.07993
302.5,-1.31092,-7.60818,3.07993
302.6,-1.3108,-7.60661,3.07992
302.7,-1.31067,-7.60504,3.07992
302.8,-1.31055,-7.60347,3.07992
302.9,-1.31043,-7.6019,3.07991
303,-1.31031,-7.60033,3.07991
303.1,-1.31019,-7.59875,3.0799
303.2,-1.31007,-7.59718,3.0799
303.3,-1.30995,-7.5956,3.0799
303.4,-1.30983,-7.59402,3.07989
303.5,-1.3097,-7.59244,3.07989
303.6,-1.30958,-7.59086,3.07989
303.7,-1.30946,-7.58927,3.07988
303.8,-1.30934,-7.58769,3.07988
303.9,-1.30922,-7.5861,3.07988
304,-1.30909,-7.58452,3.07987
304.1,-1.30897,-7.58293,3.07987
304.2,-1.30885,-7.58134,3.07986
304.3,-1.30873,-7.57975,3.07986
304.4,-1.3086,-7.57815,3.07986
304.5,-1.30848,-7.57656,3.07985
304.6,-1.30836,-7.57496,3.07985
304.7,-1.30823,-7.57336,3.07985
304.8,-1.30811,-7.57177,3.07984
304.9,-1.30799,-7.57017,3.07984
305,-1.30786,-7.56856,3.07984
305.1,-1.30774,-7.56696,3.07983
305.2,-1.30762,-7.56536,3.07983
305.3,-1.30749,-7.56375,3.07983
305.4,-1.30737,-7.56214,3.07982
305.5,-1.30724,-7.56053,3.07982
305.6,-1.30712,-7.55892,3.07982
305.7,-1.307,-7.55731,3.07981
305.8,-1.30687,-7.5557,3.07981
305.9,-1.30675,-7.55409,3.07981
306,-1.30662,-7.55247,3.0798
306.1,-1.3065,-7.55085,3.0798
306.2,-1.30637,-7.54923,3.0798
306.3,-1.30625,-7.54761,3.0798
306.4,-1.30612,-7.54599,3.07979
306.5,-1.306,-7.54437,3.07979
306.6,-1.30587,-7.54274,3.07979
306.7,-1.30574,-7.54111,3.07978
306.8,-1.30562,-7.53949,3.07978
306.9,-1.30549,-7.53786,3.07978
307,-1.30537,-7.53622,3.07978
307.1,-1.30524,-7.53459,3.07977
307.2,-1.30511,-7.53296,3.07977
307.3,-1.30499,-7.53132,3.07977
307.4,-1.30486,-7.52968,3.07976
307.5,-1.30473,-7.52805,3.07976
307.6,-1.30461,-7.52641,3.07976
307.7,-1.30448,-7.52476,3.07976
307.8,-1.30435,-7.52312,3.07975
307.9,-1.30423,-7.52147,3.07975
308,-1.3041,-7.51983,3.07975
308.1,-1.30397,-7.51818,3.07975
308.2,-1.30384,-7.51653,3.07974
308.3,-1.30371,-7.51488,3.07974
308.4,-1.30359,-7.51323,3.07974
308.5,-1.30346,-7.51157,3.07974
308.6,-1.30333,-7.50991,3.07973
308.7,-1.3032,-7.50826,3.07973
308.8,-1.30307,-7.5066,3.07973
308.9,-1.30294,-7.50494,3.07973
309,-1.30282,-7.50327,3.07972
309.1,-1.30269,-7.50161,3.07972
309.2,-1.30256,-7.49994,3.07972
309.3,-1.30243,-7.49828,3.07972
309.4,-1.3023,-7.49661,3.07972
309.5,-1.30217,-7.49494,3.07971
309.6,-1.30204,-7.49326,3.07971
309.7,-1.30191,-7.49159,3.07971
309.8,-1.30178,-7.48991,3.07971
309.9,-1.30165,-7.48824,3.07971
310,-1.30152,-7.48656,3.0797
310.1,-1.30139,-7.48488,3.0797
310.2,-1.30126,-7.48319,3.0797
310.3,-1.30113,-7.48151,3.0797
310.4,-1.301,-7.47982,3.0797
310.5,-1.30087,-7.47814,3.07969
310.6,-1.30073,-7.47645,3.07969
310.7,-1.3006,-7.47475,3.07969
310.8,-1.30047,-7.47306,3.07969
310.9,-1.30034,-7.47137,3.07969
311,-1.30021,-7.46967,3.07968
311.1,-1.30008,-7.46797,3.07968
311.2,-1.29994,-7.46627,3.07968
311.3,-1.29981,-7.46457,3.07968
311.4,-1.29968,-7.46287,3.07968
311.5,-1.29955,-7.46117,3.07968
311.6,-1.29941,-7.45946,3.07968
311.7,-1.29928,-7.45775,3.07967
311.8,-1.29915,-7.45604,3.07967
311.9,-1.29902,-7.45433,3.07967
312,-1.29888,-7.45262,3.07967
312.1,-1.29875,-7.4509,3.07967
312.2,-1.29861,-7.44918,3.07967
312.3,-1.29848,-7.44746,3.07967
312.4,-1.29835,-7.44574,3.07966
312.5,-1.29821,-7.44402,3.07966
312.6,-1.29808,-7.4423,3.07966
312.7,-1.29794,-7.44057,3.07966
312.8,-1.29781,-7.43884,3.07966
312.9,-1.29768,-7.43711,3.07966
313,-1.29754,-7.43538,3.07966
313.1,-1.29741,-7.43365,3.07966
313.2,-1.29727,-7.43191,3.07965
313.3,-1.29713,-7.43017,3.07965
313.4,-1.297,-7.42844,3.07965
313.5,-1.29686,-7.42669,3.07965
313.6,-1.29673,-7.42495,3.07965
313.7,-1.29659,-7.42321,3.07965
313.8,-1.29646,-7.42146,3.07965
313.9,-1.29632,-7.41971,3.07965
314,-1.29618,-7.41796,3.07965
314.1,-1.29605,-7.41621,3.07965
314.2,-1.29591,-7.41446,3.07964
314.3,-1.29577,-7.4127,3.07964
314.4,-1.29564,-7.41094,3.07964
314.5,-1.2955,-7.40918,3.07964
314.6,-1.29536,-7.40742,3.07964
314.7,-1.29522,-7.40566,3.07964
314.8,-1.29508,-7.40389,3.07964
314.9,-1.29495,-7.40212,3.07964
315,-1.29481,-7.40035,3.07964
315.1,-1.29467,-7.39858,3.07964
315.2,-1.29453,-7.39681,3.07964
315.3,-1.29439,-7.39503,3.07964
315.4,-1.29425,-7.39326,3.07964
315.5,-1.29412,-7.39148,3.07964
315.6,-1.29398,-7.3897,3.07964
315.7,-1.29384,-7.38791,3.07964
315.8,-1.2937,-7.38613,3.07964
315.9,-1.29356,-7.38434,3.07963
316,-1.29342,-7.38255,3.07963
316.1,-1.29328,-7.38076,3.07963
316.2,-1.29314,-7.37897,3.07963
316.3,-1.293,-7.37717,3.07963
316.4,-1.29286,-7.37537,3.07963
316.5,-1.29272,-7.37357,3.07963
316.6,-1.29257,-7.37177,3.07963
316.7,-1.29243,-7.36997,3.07963
316.8,-1.29229,-7.36816,3.07963
316.9,-1.29215,-7.36635,3.07963
317,-1.29201,-7.36454,3.07963
317.1,-1.29187,-7.36273,3.07963
317.2,-1.29173,-7.36092,3.07963
317.3,-1.29158,-7.3591,3.07963
317.4,-1.29144,-7.35728,3.07963
317.5,-1.2913,-7.35546,3.07963
317.6,-1.29116,-7.35364,3.07963
317.7,-1.29101,-7.35182,3.07963
317.8,-1.29087,-7.34999,3.07963
317.9,-1.29073,-7.34816,3.07963
318,-1.29058,-7.34633,3.07963
318.1,-1.29044,-7.3445,3.07963
318.2,-1.29029,-7.34266,3.07964
318.3,-1.29015,-7.34082,3.07964
318.4,-1.29001,-7.33898,3.07964
318.5,-1.28986,-7.33714,3.07964
318.6,-1.28972,-7.3353,3.07964
318.7,-1.28957,-7.33345,3.07964
318.8,-1.28943,-7.3316,3.07964
318.9,-1.28928,-7.32975,3.07964
319,-1.28914,-7.3279,3.07964
319.1,-1.28899,-7.32605,3.07964
319.2,-1.28884,-7.32419,3.07964
319.3,-1.2887,-7.32233,3.07964
319.4,-1.28855,-7.32047,3.07964
319.5,-1.28841,-7.3186,3.07964
319.6,-1.28826,-7.31674,3.07964
319.7,-1.28811,-7.31487,3.07964
319.8,-1.28797,-7.313,3.07964
319.9,-1.28782,-7.31112,3.07965
320,-1.28767,-7.30925,3.07965
320.1,-1.28752,-7.30737,3.07965
320.2,-1.28738,-7.30549,3.07965
320.3,-1.28723,-7.30361,3.07965
320.4,-1.28708,-7.30172,3.07965
320.5,-1.28693,-7.29983,3.07965
320.6,-1.28678,-7.29794,3.07965
320.7,-1.28663,-7.29605,3.07965
320.8,-1.28648,-7.29416,3.07966
320.9,-1.28633,-7.29226,3.07966
321,-1.28619,-7.29036,3.07966
321.1,-1.28604,-7.28846,3.07966
321.2,-1.28589,-7.28656,3.07966
321.3,-1.28574,-7.28465,3.07966
321.4,-1.28558,-7.28274,3.07966
321.5,-1.28543,-7.28083,3.07966
321.6,-1.28528,-7.27892,3.07967
321.7,-1.28513,-7.277,3.07967
321.8,-1.28498,-7.27508,3.07967
321.9,-1.28483,-7.27316,3.07967
322,-1.28468,-7.27124,3.07967
322.1,-1.28453,-7.26931,3.07967
322.2,-1.28437,-7.26739,3.07967
322.3,-1.28422,-7.26545,3.07968
322.4,-1.28407,-7.26352,3.07968
322.5,-1.28392,-7.26159,3.07968
322.6,-1.28376,-7.25965,3.07968
322.7,-1.28361,-7.25771,3.07968
322.8,-1.28346,-7.25576,3.07968
322.9,-1.2833,-7.25382,3.07969
323,-1.28315,-7.25187,3.07969
323.1,-1.283,-7.24992,3.07969
323.2,-1.28284,-7.24796,3.07969
323.3,-1.28269,-7.24601,3.07969
323.4,-1.28253,-7.24405,3.0797
323.5,-1.28238,-7.24209,3.0797
323.6,-1.28222,-7.24012,3.0797
323.7,-1.28207,-7.23816,3.0797
323.8,-1.28191,-7.23619,3.0797
323.9,-1.28176,-7.23422,3.07971
324,-1.2816,-7.23224,3.07971
324.1,-1.28144,-7.23026,3.07971
324.2,-1.28129,-7.22828,3.07971
324.3,-1.28113,-7.2263,3.07972
324.4,-1.28097,-7.22432,3.07972
324.5,-1.28082,-7.22233,3.07972
324.6,-1.28066,-7.22034,3.07972
324.7,-1.2805,-7.21835,3.07972
324.8,-1.28034,-7.21635,3.07973
324.9,-1.28018,-7.21435,3.07973
325,-1.28003,-7.21235,3.07973
325.1,-1.27987,-7.21034,3.07973
325.2,-1.27971,-7.20834,3.07974
325.3,-1.27955,-7.20633,3.07974
325.4,-1.27939,-7.20432,3.07974
325.5,-1.27923,-7.2023,3.07975
325.6,-1.27907,-7.20028,3.07975
325.7,-1.27891,-7.19826,3.07975
325.8,-1.27875,-7.19624,3.07975
325.9,-1.27859,-7.19421,3.07976
326,-1.27843,-7.19218,3.07976
326.1,-1.27827,-7.19015,3.07976
326.2,-1.2781,-7.18811,3.07976
326.3,-1.27794,-7.18608,3.07977
326.4,-1.27778,-7.18403,3.07977
326.5,-1.27762,-7.18199,3.07977
326.6,-1.27746,-7.17994,3.07978
326.7,-1.27729,-7.17789,3.07978
326.8,-1.27713,-7.17584,3.07978
326.9,-1.27697,-7.17379,3.07979
327,-1.2768,-7.17173,3.07979
327.1,-1.27664,-7.16967,3.07979
327.2,-1.27648,-7.1676,3.0798
327.3,-1.27631,-7.16553,3.0798
327.4,-1.27615,-7.16346,3.0798
327.5,-1.27598,-7.16139,3.07981
327.6,-1.27582,-7.15931,3.07981
327.7,-1.27565,-7.15723,3.07981
327.8,-1.27549,-7.15515,3.07982
327.9,-1.27532,-7.15307,3.07982
328,-1.27515,-7.15098,3.07982
328.1,-1.27499,-7.14889,3.07983
328.2,-1.27482,-7.14679,3.07983
328.3,-1.27465,-7.14469,3.07983
328.4,-1.27449,-7.14259,3.07984
328.5,-1.27432,-7.14049,3.07984
328.6,-1.27415,-7.13838,3.07984
328.7,-1.27398,-7.13627,3.07985
328.8,-1.27381,-7.13416,3.07985
