t,x,y,z
2770.8,-1.54176,-10.8938,3.1825
2770.9,-1.5417,-10.8929,3.18245
2771,-1.54165,-10.8921,3.18239
2771.1,-1.54159,-10.8912,3.18234
2771.2,-1.54153,-10.8903,3.18228
2771.3,-1.54148,-10.8895,3.18223
2771.4,-1.54142,-10.8886,3.18218
2771.5,-1.54137,-10.8877,3.18212
2771.6,-1.54131,-10.8868,3.18207
2771.7,-1.54125,-10.886,3.18201
2771.8,-1.5412,-10.8851,3.18196
2771.9,-1.54114,-10.8842,3.1819
2772,-1.54108,-10.8834,3.18185
2772.1,-1.54103,-10.8825,3.18179
2772.2,-1.54097,-10.8816,3.18174
2772.3,-1.54091,-10.8808,3.18169
2772.4,-1.54086,-10.8799,3.18163
2772.5,-1.5408,-10.879,3.18158
2772.6,-1.54074,-10.8782,3.18152
2772.7,-1.54069,-10.8773,3.18147
2772.8,-1.54063,-10.8764,3.18141
2772.9,-1.54058,-10.8756,3.18136
2773,-1.54052,-10.8747,3.1813
2773.1,-1.54046,-10.8738,3.18125
2773.2,-1.54041,-10.8729,3.1812
2773.3,-1.54035,-10.8721,3.18114
2773.4,-1.54029,-10.8712,3.18109
2773.5,-1.54024,-10.8703,3.18103
2773.6,-1.54018,-10.8695,3.18098
2773.7,-1.54012,-10.8686,3.18092
2773.8,-1.54007,-10.8677,3.18087
2773.9,-1.54001,-10.8669,3.18082
2774,-1.53995,-10.866,3.18076
2774.1,-1.5399,-10.8651,3.18071
2774.2,-1.53984,-10.8643,3.18065
2774.3,-1.53979,-10.8634,3.1806
2774.4,-1.53973,-10.8625,3.18055
2774.5,-1.53967,-10.8616,3.18049
2774.6,-1.53962,-10.8608,3.18044
2774.7,-1.53956,-10.8599,3.18038
2774.8,-1.5395,-10.859,3.18033
2774.9,-1.53945,-10.8582,3.18028
2775,-1.53939,-10.8573,3.18022
2775.1,-1.53933,-10.8564,3.18017
2775.2,-1.53928,-10.8556,3.18011
2775.3,-1.53922,-10.8547,3.18006
2775.4,-1.53916,-10.8538,3.18
2775.5,-1.53911,-10.8529,3.17995
2775.6,-1.53905,-10.8521,3.1799
2775.7,-1.53899,-10.8512,3.17984
2775.8,-1.53894,-10.8503,3.17979
2775.9,-1.53888,-10.8495,3.17974
2776,-1.53882,-10.8486,3.17968
2776.1,-1.53877,-10.8477,3.17963
2776.2,-1.53871,-10.8469,3.17957
2776.3,-1.53865,-10.846,3.17952
2776.4,-1.5386,-10.8451,3.17947
2776.5,-1.53854,-10.8443,3.17941
2776.6,-1.53848,-10.8434,3.17936
2776.7,-1.53843,-10.8425,3.1793
2776.8,-1.53837,-10.8416,3.17925
2776.9,-1.53832,-10.8408,3.1792
2777,-1.53826,-10.8399,3.17914
2777.1,-1.5382,-10.839,3.17909
2777.2,-1.53815,-10.8382,3.17903
2777.3,-1.53809,-10.8373,3.17898
2777.4,-1.53803,-10.8364,3.17893
2777.5,-1.53798,-10.8355,3.17887
2777.6,-1.53792,-10.8347,3.17882
2777.7,-1.53786,-10.8338,3.17877
2777.8,-1.53781,-10.8329,3.17871
2777.9,-1.53775,-10.8321,3.17866
2778,-1.53769,-10.8312,3.17861
2778.1,-1.53764,-10.8303,3.17855
2778.2,-1.53758,-10.8295,3.1785
2778.3,-1.53752,-10.8286,3.17844
2778.4,-1.53747,-10.8277,3.17839
2778.5,-1.53741,-10.8268,3.17834
2778.6,-1.53735,-10.826,3.17828
2778.7,-1.5373,-10.8251,3.17823
2778.8,-1.53724,-10.8242,3.17818
2778.9,-1.53718,-10.8234,3.17812
2779,-1.53713,-10.8225,3.17807
2779.1,-1.53707,-10.8216,3.17802
2779.2,-1.53701,-10.8208,3.17796
2779.3,-1.53696,-10.8199,3.17791
2779.4,-1.5369,-10.819,3.17786
2779.5,-1.53684,-10.8181,3.1778
2779.6,-1.53679,-10.8173,3.17775
2779.7,-1.53673,-10.8164,3.17769
2779.8,-1.53667,-10.8155,3.17764
2779.9,-1.53662,-10.8147,3.17759
2780,-1.53656,-10.8138,3.17753
2780.1,-1.5365,-10.8129,3.17748
2780.2,-1.53645,-10.812,3.17743
2780.3,-1.53639,-10.8112,3.17737
2780.4,-1.53633,-10.8103,3.17732
2780.5,-1.53628,-10.8094,3.17727
2780.6,-1.53622,-10.8086,3.17721
2780.7,-1.53616,-10.8077,3.17716
2780.8,-1.53611,-10.8068,3.17711
2780.9,-1.53605,-10.8059,3.17705
2781,-1.53599,-10.8051,3.177
2781.1,-1.53594,-10.8042,3.17695
2781.2,-1.53588,-10.8033,3.17689
2781.3,-1.53582,-10.8025,3.17684
2781.4,-1.53577,-10.8016,3.17679
2781.5,-1.53571,-10.8007,3.17673
2781.6,-1.53565,-10.7998,3.17668
2781.7,-1.5356,-10.799,3.17663
2781.8,-1.53554,-10.7981,3.17658
2781.9,-1.53548,-10.7972,3.17652
2782,-1.53542,-10.7964,3.17647
2782.1,-1.53537,-10.7955,3.17642
2782.2,-1.53531,-10.7946,3.17636
2782.3,-1.53525,-10.7937,3.17631
2782.4,-1.5352,-10.7929,3.17626
2782.5,-1.53514,-10.792,3.1762
2782.6,-1.53508,-10.7911,3.17615
2782.7,-1.53503,-10.7903,3.1761
2782.8,-1.53497,-10.7894,3.17604
2782.9,-1.53491,-10.7885,3.17599
2783,-1.53486,-10.7876,3.17594
2783.1,-1.5348,-10.7868,3.17589
2783.2,-1.53474,-10.7859,3.17583
2783.3,-1.53469,-10.785,3.17578
2783.4,-1.53463,-10.7842,3.17573
2783.5,-1.53457,-10.7833,3.17567
2783.6,-1.53452,-10.7824,3.17562
2783.7,-1.53446,-10.7815,3.17557
2783.8,-1.5344,-10.7807,3.17551
2783.9,-1.53435,-10.7798,3.17546
2784,-1.53429,-10.7789,3.17541
2784.1,-1.53423,-10.7781,3.17536
2784.2,-1.53418,-10.7772,3.1753
2784.3,-1.53412,-10.7763,3.17525
2784.4,-1.53406,-10.7754,3.1752
2784.5,-1.534,-10.7746,3.17514
2784.6,-1.53395,-10.7737,3.17509
2784.7,-1.53389,-10.7728,3.17504
2784.8,-1.53383,-10.772,3.17499
2784.9,-1.53378,-10.7711,3.17493
2785,-1.53372,-10.7702,3.17488
2785.1,-1.53366,-10.7693,3.17483
2785.2,-1.53361,-10.7685,3.17477
2785.3,-1.53355,-10.7676,3.17472
2785.4,-1.53349,-10.7667,3.17467
2785.5,-1.53344,-10.7658,3.17462
2785.6,-1.53338,-10.765,3.17456
2785.7,-1.53332,-10.7641,3.17451
2785.8,-1.53326,-10.7632,3.17446
2785.9,-1.53321,-10.7624,3.17441
2786,-1.53315,-10.7615,3.17435
2786.1,-1.53309,-10.7606,3.1743
2786.2,-1.53304,-10.7597,3.17425
2786.3,-1.53298,-10.7589,3.1742
2786.4,-1.53292,-10.758,3.17414
2786.5,-1.53287,-10.7571,3.17409
2786.6,-1.53281,-10.7563,3.17404
2786.7,-1.53275,-10.7554,3.17399
2786.8,-1.5327,-10.7545,3.17393
2786.9,-1.53264,-10.7536,3.17388
2787,-1.53258,-10.7528,3.17383
2787.1,-1.53252,-10.7519,3.17378
2787.2,-1.53247,-10.751,3.17372
2787.3,-1.53241,-10.7501,3.17367
2787.4,-1.53235,-10.7493,3.17362
2787.5,-1.5323,-10.7484,3.17357
2787.6,-1.53224,-10.7475,3.17351
2787.7,-1.53218,-10.7467,3.17346
2787.8,-1.53213,-10.7458,3.17341
2787.9,-1.53207,-10.7449,3.17336
2788,-1.53201,-10.744,3.1733
2788.1,-1.53195,-10.7432,3.17325
2788.2,-1.5319,-10.7423,3.1732
2788.3,-1.53184,-10.7414,3.17315
2788.4,-1.53178,-10.7405,3.17309
2788.5,-1.53173,-10.7397,3.17304
2788.6,-1.53167,-10.7388,3.17299
2788.7,-1.53161,-10.7379,3.17294
2788.8,-1.53156,-10.737,3.17289
2788.9,-1.5315,-10.7362,3.17283
2789,-1.53144,-10.7353,3.17278
2789.1,-1.53138,-10.7344,3.17273
2789.2,-1.53133,-10.7336,3.17268
2789.3,-1.53127,-10.7327,3.17262
2789.4,-1.53121,-10.7318,3.17257
2789.5,-1.53116,-10.7309,3.17252
2789.6,-1.5311,-10.7301,3.17247
2789.7,-1.53104,-10.7292,3.17242
2789.8,-1.53099,-10.7283,3.17236
2789.9,-1.53093,-10.7274,3.17231
2790,-1.53087,-10.7266,3.17226
2790.1,-1.53081,-10.7257,3.17221
2790.2,-1.53076,-10.7248,3.17215
2790.3,-1.5307,-10.7239,3.1721
2790.4,-1.53064,-10.7231,3.17205
2790.5,-1.53059,-10.7222,3.172
2790.6,-1.53053,-10.7213,3.17195
2790.7,-1.53047,-10.7205,3.17189
2790.8,-1.53041,-10.7196,3.17184
2790.9,-1.53036,-10.7187,3.17179
2791,-1.5303,-10.7178,3.17174
2791.1,-1.53024,-10.717,3.17169
2791.2,-1.53019,-10.7161,3.17163
2791.3,-1.53013,-10.7152,3.17158
2791.4,-1.53007,-10.7143,3.17153
2791.5,-1.53001,-10.7135,3.17148
2791.6,-1.52996,-10.7126,3.17143
2791.7,-1.5299,-10.7117,3.17138
2791.8,-1.52984,-10.7108,3.17132
2791.9,-1.52979,-10.71,3.17127
2792,-1.52973,-10.7091,3.17122
2792.1,-1.52967,-10.7082,3.17117
2792.2,-1.52961,-10.7073,3.17112
2792.3,-1.52956,-10.7065,3.17106
2792.4,-1.5295,-10.7056,3.17101
2792.5,-1.52944,-10.7047,3.17096
2792.6,-1.52939,-10.7038,3.17091
2792.7,-1.52933,-10.703,3.17086
2792.8,-1.52927,-10.7021,3.17081
2792.9,-1.52921,-10.7012,3.17075
2793,-1.52916,-10.7003,3.1707
2793.1,-1.5291,-10.6995,3.17065
2793.2,-1.52904,-10.6986,3.1706
2793.3,-1.52899,-10.6977,3.17055
2793.4,-1.52893,-10.6969,3.1705
2793.5,-1.52887,-10.696,3.17044
2793.6,-1.52881,-10.6951,3.17039
2793.7,-1.52876,-10.6942,3.17034
2793.8,-1.5287,-10.6934,3.17029
2793.9,-1.52864,-10.6925,3.17024
2794,-1.52858,-10.6916,3.17019
2794.1,-1.52853,-10.6907,3.17013
2794.2,-1.52847,-10.6899,3.17008
2794.3,-1.52841,-10.689,3.17003
2794.4,-1.52836,-10.6881,3.16998
2794.5,-1.5283,-10.6872,3.16993
2794.6,-1.52824,-10.6864,3.16988
2794.7,-1.52818,-10.6855,3.16982
2794.8,-1.52813,-10.6846,3.16977
2794.9,-1.52807,-10.6837,3.16972
2795,-1.52801,-10.6829,3.16967
2795.1,-1.52795,-10.682,3.16962
2795.2,-1.5279,-10.6811,3.16957
2795.3,-1.52784,-10.6802,3.16952
2795.4,-1.52778,-10.6794,3.16946
2795.5,-1.52773,-10.6785,3.16941
2795.6,-1.52767,-10.6776,3.16936
2795.7,-1.52761,-10.6767,3.16931
2795.8,-1.52755,-10.6759,3.16926
2795.9,-1.5275,-10.675,3.16921
2796,-1.52744,-10.6741,3.16916
2796.1,-1.52738,-10.6732,3.16911
2796.2,-1.52732,-10.6724,3.16905
2796.3,-1.52727,-10.6715,3.169
2796.4,-1.52721,-10.6706,3.16895
2796.5,-1.52715,-10.6697,3.1689
2796.6,-1.5271,-10.6689,3.16885
2796.7,-1.52704,-10.668,3.1688
2796.8,-1.52698,-10.6671,3.16875
2796.9,-1.52692,-10.6662,3.1687
2797,-1.52687,-10.6653,3.16864
2797.1,-1.52681,-10.6645,3.16859
2797.2,-1.52675,-10.6636,3.16854
2797.3,-1.52669,-10.6627,3.16849
2797.4,-1.52664,-10.6618,3.16844
2797.5,-1.52658,-10.661,3.16839
2797.6,-1.52652,-10.6601,3.16834
2797.7,-1.52646,-10.6592,3.16829
2797.8,-1.52641,-10.6583,3.16824
2797.9,-1.52635,-10.6575,3.16818
2798,-1.52629,-10.6566,3.16813
2798.1,-1.52623,-10.6557,3.16808
2798.2,-1.52618,-10.6548,3.16803
2798.3,-1.52612,-10.654,3.16798
2798.4,-1.52606,-10.6531,3.16793
2798.5,-1.526,-10.6522,3.16788
2798.6,-1.52595,-10.6513,3.16783
2798.7,-1.52589,-10.6505,3.16778
2798.8,-1.52583,-10.6496,3.16772
2798.9,-1.52578,-10.6487,3.16767
2799,-1.52572,-10.6478,3.16762
2799.1,-1.52566,-10.647,3.16757
2799.2,-1.5256,-10.6461,3.16752
2799.3,-1.52555,-10.6452,3.16747
2799.4,-1.52549,-10.6443,3.16742
2799.5,-1.52543,-10.6435,3.16737
2799.6,-1.52537,-10.6426,3.16732
2799.7,-1.52532,-10.6417,3.16727
2799.8,-1.52526,-10.6408,3.16722
2799.9,-1.5252,-10.6399,3.16717
2800,-1.52514,-10.6391,3.16711
2800.1,-1.52509,-10.6382,3.16706
2800.2,-1.52503,-10.6373,3.16701
2800.3,-1.52497,-10.6364,3.16696
2800.4,-1.52491,-10.6356,3.16691
2800.5,-1.52486,-10.6347,3.16686
2800.6,-1.5248,-10.6338,3.16681
2800.7,-1.52474,-10.6329,3.16676
2800.8,-1.52468,-10.6321,3.16671
2800.9,-1.52463,-10.6312,3.16666
2801,-1.52457,-10.6303,3.16661
2801.1,-1.52451,-10.6294,3.16656
2801.2,-1.52445,-10.6286,3.16651
2801.3,-1.5244,-10.6277,3.16646
2801.4,-1.52434,-10.6268,3.1664
2801.5,-1.52428,-10.6259,3.16635
2801.6,-1.52422,-10.625,3.1663
2801.7,-1.52417,-10.6242,3.16625
2801.8,-1.52411,-10.6233,3.1662
2801.9,-1.52405,-10.6224,3.16615
2802,-1.52399,-10.6215,3.1661
2802.1,-1.52393,-10.6207,3.16605
2802.2,-1.52388,-10.6198,3.166
2802.3,-1.52382,-10.6189,3.16595
2802.4,-1.52376,-10.618,3.1659
2802.5,-1.5237,-10.6172,3.16585
2802.6,-1.52365,-10.6163,3.1658
2802.7,-1.52359,-10.6154,3.16575
2802.8,-1.52353,-10.6145,3.1657
2802.9,-1.52347,-10.6136,3.16565
2803,-1.52342,-10.6128,3.1656
2803.1,-1.52336,-10.6119,3.16555
2803.2,-1.5233,-10.611,3.1655
2803.3,-1.52324,-10.6101,3.16545
2803.4,-1.52319,-10.6093,3.1654
2803.5,-1.52313,-10.6084,3.16534
2803.6,-1.52307,-10.6075,3.16529
2803.7,-1.52301,-10.6066,3.16524
2803.8,-1.52296,-10.6057,3.16519
2803.9,-1.5229,-10.6049,3.16514
2804,-1.52284,-10.604,3.16509
2804.1,-1.52278,-10.6031,3.16504
2804.2,-1.52273,-10.6022,3.16499
2804.3,-1.52267,-10.6014,3.16494
2804.4,-1.52261,-10.6005,3.16489
2804.5,-1.52255,-10.5996,3.16484
2804.6,-1.52249,-10.5987,3.16479
2804.7,-1.52244,-10.5978,3.16474
2804.8,-1.52238,-10.597,3.16469
2804.9,-1.52232,-10.5961,3.16464
2805,-1.52226,-10.5952,3.16459
2805.1,-1.52221,-10.5943,3.16454
2805.2,-1.52215,-10.5935,3.16449
2805.3,-1.52209,-10.5926,3.16444
2805.4,-1.52203,-10.5917,3.16439
2805.5,-1.52198,-10.5908,3.16434
2805.6,-1.52192,-10.5899,3.16429
2805.7,-1.52186,-10.5891,3.16424
2805.8,-1.5218,-10.5882,3.16419
2805.9,-1.52174,-10.5873,3.16414
2806,-1.52169,-10.5864,3.16409
2806.1,-1.52163,-10.5856,3.16404
2806.2,-1.52157,-10.5847,3.16399
2806.3,-1.52151,-10.5838,3.16394
2806.4,-1.52146,-10.5829,3.16389
2806.5,-1.5214,-10.582,3.16384
2806.6,-1.52134,-10.5812,3.16379
2806.7,-1.52128,-10.5803,3.16374
2806.8,-1.52122,-10.5794,3.16369
2806.9,-1.52117,-10.5785,3.16364
2807,-1.52111,-10.5776,3.16359
2807.1,-1.52105,-10.5768,3.16354
2807.2,-1.52099,-10.5759,3.16349
2807.3,-1.52094,-10.575,3.16344
2807.4,-1.52088,-10.5741,3.16339
2807.5,-1.52082,-10.5733,3.16334
2807.6,-1.52076,-10.5724,3.16329
2807.7,-1.5207,-10.5715,3.16324
2807.8,-1.52065,-10.5706,3.16319
2807.9,-1.52059,-10.5697,3.16314
2808,-1.52053,-10.5689,3.16309
2808.1,-1.52047,-10.568,3.16304
2808.2,-1.52042,-10.5671,3.16299
2808.3,-1.52036,-10.5662,3.16294
2808.4,-1.5203,-10.5653,3.16289
2808.5,-1.52024,-10.5645,3.16284
2808.6,-1.52018,-10.5636,3.1628
2808.7,-1.52013,-10.5627,3.16275
2808.8,-1.52007,-10.5618,3.1627
2808.9,-1.52001,-10.5609,3.16265
2809,-1.51995,-10.5601,3.1626
2809.1,-1.51989,-10.5592,3.16255
2809.2,-1.51984,-10.5583,3.1625
2809.3,-1.51978,-10.5574,3.16245
2809.4,-1.51972,-10.5566,3.1624
2809.5,-1.51966,-10.5557,3.16235
2809.6,-1.51961,-10.5548,3.1623
2809.7,-1.51955,-10.5539,3.16225
2809.8,-1.51949,-10.553,3.1622
2809.9,-1.51943,-10.5522,3.16215
2810,-1.51937,-10.5513,3.1621
2810.1,-1.51932,-10.5504,3.16205
2810.2,-1.51926,-10.5495,3.162
2810.3,-1.5192,-10.5486,3.16195
2810.4,-1.51914,-10.5478,3.1619
2810.5,-1.51908,-10.5469,3.16185
2810.6,-1.51903,-10.546,3.1618
2810.7,-1.51897,-10.5451,3.16176
2810.8,-1.51891,-10.5442,3.16171
2810.9,-1.51885,-10.5434,3.16166
2811,-1.51879,-10.5425,3.16161
2811.1,-1.51874,-10.5416,3.16156
2811.2,-1.51868,-10.5407,3.16151
2811.3,-1.51862,-10.5398,3.16146
2811.4,-1.51856,-10.539,3.16141
2811.5,-1.5185,-10.5381,3.16136
2811.6,-1.51845,-10.5372,3.16131
2811.7,-1.51839,-10.5363,3.16126
2811.8,-1.51833,-10.5354,3.16121
2811.9,-1.51827,-10.5346,3.16116
2812,-1.51821,-10.5337,3.16111
2812.1,-1.51816,-10.5328,3.16107
2812.2,-1.5181,-10.5319,3.16102
2812.3,-1.51804,-10.531,3.16097
2812.4,-1.51798,-10.5302,3.16092
2812.5,-1.51792,-10.5293,3.16087
2812.6,-1.51787,-10.5284,3.16082
2812.7,-1.51781,-10.5275,3.16077
2812.8,-1.51775,-10.5266,3.16072
2812.9,-1.51769,-10.5258,3.16067
2813,-1.51763,-10.5249,3.16062
2813.1,-1.51758,-10.524,3.16057
2813.2,-1.51752,-10.5231,3.16053
2813.3,-1.51746,-10.5222,3.16048
2813.4,-1.5174,-10.5214,3.16043
2813.5,-1.51734,-10.5205,3.16038
2813.6,-1.51729,-10.5196,3.16033
2813.7,-1.51723,-10.5187,3.16028
2813.8,-1.51717,-10.5178,3.16023
2813.9,-1.51711,-10.5169,3.16018
2814,-1.51705,-10.5161,3.16013
2814.1,-1.517,-10.5152,3.16008
2814.2,-1.51694,-10.5143,3.16004
2814.3,-1.51688,-10.5134,3.15999
2814.4,-1.51682,-10.5125,3.15994
2814.5,-1.51676,-10.5117,3.15989
2814.6,-1.51671,-10.5108,3.15984
2814.7,-1.51665,-10.5099,3.15979
2814.8,-1.51659,-10.509,3.15974
2814.9,-1.51653,-10.5081,3.15969
2815,-1.51647,-10.5073,3.15964
2815.1,-1.51641,-10.5064,3.1596
2815.2,-1.51636,-10.5055,3.15955
2815.3,-1.5163,-10.5046,3.1595
2815.4,-1.51624,-10.5037,3.15945
2815.5,-1.51618,-10.5029,3.1594
2815.6,-1.51612,-10.502,3.15935
2815.7,-1.51607,-10.5011,3.1593
2815.8,-1.51601,-10.5002,3.15925
2815.9,-1.51595,-10.4993,3.15921
2816,-1.51589,-10.4984,3.15916
2816.1,-1.51583,-10.4976,3.15911
2816.2,-1.51577,-10.4967,3.15906
2816.3,-1.51572,-10.4958,3.15901
2816.4,-1.51566,-10.4949,3.15896
2816.5,-1.5156,-10.494,3.15891
2816.6,-1.51554,-10.4932,3.15887
2816.7,-1.51548,-10.4923,3.15882
2816.8,-1.51543,-10.4914,3.15877
2816.9,-1.51537,-10.4905,3.15872
2817,-1.51531,-10.4896,3.15867
2817.1,-1.51525,-10.4887,3.15862
2817.2,-1.51519,-10.4879,3.15857
2817.3,-1.51513,-10.487,3.15853
2817.4,-1.51508,-10.4861,3.15848
2817.5,-1.51502,-10.4852,3.15843
2817.6,-1.51496,-10.4843,3.15838
2817.7,-1.5149,-10.4835,3.15833
2817.8,-1.51484,-10.4826,3.15828
2817.9,-1.51479,-10.4817,3.15823
2818,-1.51473,-10.4808,3.15819
2818.1,-1.51467,-10.4799,3.15814
2818.2,-1.51461,-10.479,3.15809
2818.3,-1.51455,-10.4782,3.15804
2818.4,-1.51449,-10.4773,3.15799
2818.5,-1.51444,-10.4764,3.15794
2818.6,-1.51438,-10.4755,3.1579
2818.7,-1.51432,-10.4746,3.15785
2818.8,-1.51426,-10.4737,3.1578
2818.9,-1.5142,-10.4729,3.15775
2819,-1.51414,-10.472,3.1577
2819.1,-1.51409,-10.4711,3.15765
2819.2,-1.51403,-10.4702,3.15761
2819.3,-1.51397,-10.4693,3.15756
2819.4,-1.51391,-10.4685,3.15751
2819.5,-1.51385,-10.4676,3.15746
2819.6,-1.51379,-10.4667,3.15741
2819.7,-1.51374,-10.4658,3.15736
2819.8,-1.51368,-10.4649,3.15732
2819.9,-1.51362,-10.464,3.15727
2820,-1.51356,-10.4632,3.15722
2820.1,-1.5135,-10.4623,3.15717
2820.2,-1.51344,-10.4614,3.15712
2820.3,-1.51339,-10.4605,3.15708
2820.4,-1.51333,-10.4596,3.15703
2820.5,-1.51327,-10.4587,3.15698
2820.6,-1.51321,-10.4579,3.15693
2820.7,-1.51315,-10.457,3.15688
2820.8,-1.51309,-10.4561,3.15684
2820.9,-1.51304,-10.4552,3.15679
2821,-1.51298,-10.4543,3.15674
2821.1,-1.51292,-10.4534,3.15669
2821.2,-1.51286,-10.4526,3.15664
2821.3,-1.5128,-10.4517,3.1566
2821.4,-1.51274,-10.4508,3.15655
2821.5,-1.51268,-10.4499,3.1565
2821.6,-1.51263,-10.449,3.15645
2821.7,-1.51257,-10.4481,3.1564
2821.8,-1.51251,-10.4473,3.15636
2821.9,-1.51245,-10.4464,3.15631
2822,-1.51239,-10.4455,3.15626
2822.1,-1.51233,-10.4446,3.15621
2822.2,-1.51228,-10.4437,3.15616
2822.3,-1.51222,-10.4428,3.15612
2822.4,-1.51216,-10.442,3.15607
2822.5,-1.5121,-10.4411,3.15602
2822.6,-1.51204,-10.4402,3.15597
2822.7,-1.51198,-10.4393,3.15593
2822.8,-1.51192,-10.4384,3.15588
2822.9,-1.51187,-10.4375,3.15583
2823,-1.51181,-10.4367,3.15578
2823.1,-1.51175,-10.4358,3.15573
2823.2,-1.51169,-10.4349,3.15569
2823.3,-1.51163,-10.434,3.15564
2823.4,-1.51157,-10.4331,3.15559
2823.5,-1.51152,-10.4322,3.15554
2823.6,-1.51146,-10.4314,3.1555
2823.7,-1.5114,-10.4305,3.15545
2823.8,-1.51134,-10.4296,3.1554
2823.9,-1.51128,-10.4287,3.15535
2824,-1.51122,-10.4278,3.1553
2824.1,-1.51116,-10.4269,3.15526
2824.2,-1.51111,-10.426,3.15521
2824.3,-1.51105,-10.4252,3.15516
2824.4,-1.51099,-10.4243,3.15511
2824.5,-1.51093,-10.4234,3.15507
2824.6,-1.51087,-10.4225,3.15502
2824.7,-1.51081,-10.4216,3.15497
2824.8,-1.51075,-10.4207,3.15492
2824.9,-1.5107,-10.4199,3.15488
2825,-1.51064,-10.419,3.15483
2825.1,-1.51058,-10.4181,3.15478
2825.2,-1.51052,-10.4172,3.15473
2825.3,-1.51046,-10.4163,3.15469
2825.4,-1.5104,-10.4154,3.15464
2825.5,-1.51034,-10.4145,3.15459
2825.6,-1.51029,-10.4137,3.15454
2825.7,-1.51023,-10.4128,3.1545
2825.8,-1.51017,-10.4119,3.15445
2825.9,-1.51011,-10.411,3.1544
2826,-1.51005,-10.4101,3.15436
2826.1,-1.50999,-10.4092,3.15431
2826.2,-1.50993,-10.4084,3.15426
2826.3,-1.50988,-10.4075,3.15421
2826.4,-1.50982,-10.4066,3.15417
2826.5,-1.50976,-10.4057,3.15412
2826.6,-1.5097,-10.4048,3.15407
2826.7,-1.50964,-10.4039,3.15402
2826.8,-1.50958,-10.403,3.15398
2826.9,-1.50952,-10.4022,3.15393
2827,-1.50946,-10.4013,3.15388
2827.1,-1.50941,-10.4004,3.15384
2827.2,-1.50935,-10.3995,3.15379
2827.3,-1.50929,-10.3986,3.15374
2827.4,-1.50923,-10.3977,3.15369
2827.5,-1.50917,-10.3968,3.15365
2827.6,-1.50911,-10.396,3.1536
2827.7,-1.50905,-10.3951,3.15355
2827.8,-1.50899,-10.3942,3.15351
2827.9,-1.50894,-10.3933,3.15346
2828,-1.50888,-10.3924,3.15341
2828.1,-1.50882,-10.3915,3.15336
2828.2,-1.50876,-10.3906,3.15332
2828.3,-1.5087,-10.3898,3.15327
2828.4,-1.50864,-10.3889,3.15322
2828.5,-1.50858,-10.388,3.15318
2828.6,-1.50852,-10.3871,3.15313
2828.7,-1.50847,-10.3862,3.15308
2828.8,-1.50841,-10.3853,3.15303
2828.9,-1.50835,-10.3844,3.15299
2829,-1.50829,-10.3836,3.15294
2829.1,-1.50823,-10.3827,3.15289
2829.2,-1.50817,-10.3818,3.15285
2829.3,-1.50811,-10.3809,3.1528
2829.4,-1.50805,-10.38,3.15275
2829.5,-1.508,-10.3791,3.15271
2829.6,-1.50794,-10.3782,3.15266
2829.7,-1.50788,-10.3773,3.15261
2829.8,-1.50782,-10.3765,3.15257
2829.9,-1.50776,-10.3756,3.15252
2830,-1.5077,-10.3747,3.15247
2830.1,-1.50764,-10.3738,3.15242
2830.2,-1.50758,-10.3729,3.15238
2830.3,-1.50753,-10.372,3.15233
2830.4,-1.50747,-10.3711,3.15228
2830.5,-1.50741,-10.3703,3.15224
2830.6,-1.50735,-10.3694,3.15219
2830.7,-1.50729,-10.3685,3.15214
2830.8,-1.50723,-10.3676,3.1521
2830.9,-1.50717,-10.3667,3.15205
2831,-1.50711,-10.3658,3.152
2831.1,-1.50705,-10.3649,3.15196
2831.2,-1.507,-10.364,3.15191
2831.3,-1.50694,-10.3632,3.15186
2831.4,-1.50688,-10.3623,3.15182
2831.5,-1.50682,-10.3614,3.15177
2831.6,-1.50676,-10.3605,3.15172
2831.7,-1.5067,-10.3596,3.15168
2831.8,-1.50664,-10.3587,3.15163
2831.9,-1.50658,-10.3578,3.15158
2832,-1.50652,-10.357,3.15154
2832.1,-1.50647,-10.3561,3.15149
2832.2,-1.50641,-10.3552,3.15144
2832.3,-1.50635,-10.3543,3.1514
2832.4,-1.50629,-10.3534,3.15135
2832.5,-1.50623,-10.3525,3.15131
2832.6,-1.50617,-10.3516,3.15126
2832.7,-1.50611,-10.3507,3.15121
2832.8,-1.50605,-10.3499,3.15117
2832.9,-1.50599,-10.349,3.15112
2833,-1.50593,-10.3481,3.15107
2833.1,-1.50588,-10.3472,3.15103
2833.2,-1.50582,-10.3463,3.15098
2833.3,-1.50576,-10.3454,3.15093
2833.4,-1.5057,-10.3445,3.15089
2833.5,-1.50564,-10.3436,3.15084
2833.6,-1.50558,-10.3428,3.15079
2833.7,-1.50552,-10.3419,3.15075
2833.8,-1.50546,-10.341,3.1507
2833.9,-1.5054,-10.3401,3.15066
2834,-1.50535,-10.3392,3.15061
2834.1,-1.50529,-10.3383,3.15056
2834.2,-1.50523,-10.3374,3.15052
2834.3,-1.50517,-10.3365,3.15047
2834.4,-1.50511,-10.3356,3.15042
2834.5,-1.50505,-10.3348,3.15038
2834.6,-1.50499,-10.3339,3.15033
2834.7,-1.50493,-10.333,3.15029
2834.8,-1.50487,-10.3321,3.15024
2834.9,-1.50481,-10.3312,3.15019
2835,-1.50475,-10.3303,3.15015
2835.1,-1.5047,-10.3294,3.1501
2835.2,-1.50464,-10.3285,3.15006
